Local time in Guelmim,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,,Tsi,Posi,Psi,Pasi,Usi,Ddsi,Ffsi,Nsi,Wwsi,W1si,W2si,Tnsi,Txsi,Clsi,Nhsi,His,Cmsi,Chsi,Vvsi,Tdsi,RRRsi,tRsi,Esi,Tgsi,E'si,ssssi
8/6/14 16:00,29,732.8,758.2,48,Wind blowing from the west-northwest,9,,,,No Significant Clouds,10.0 and more,17,,23.1,757.6,762.7,-0.1,70,Wind blowing from the west-northwest,3,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.4,,,,,,
8/6/14 17:00,32,733.1,758.2,38,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,16,,22.8,757.3,762.4,-0.3,74,Wind blowing from the north,3,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,17.8,,,,,,
8/6/14 18:00,30,732.9,758.2,40,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,15,,22.1,757.3,762.4,0,74,Wind blowing from the north-northeast,3,20-30%, ,,,,23.3,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.2,,,,,,
8/7/14 6:00,18,734.1,760.5,94,Wind blowing from the west,3,,Fog,,Overcast (100%) 180 m,0.8,17,,19.4,757,762.1,,83,Wind blowing from the west-southwest,2,"90  or more, but not 100%", ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,16.4,,,,,,
8/7/14 7:00,18,734.1,760.5,94,Wind blowing from the west-northwest,2,,Fog,,Overcast (100%) 180 m,0.8,17,,20.9,757.1,762.2,0.1,78,Wind blowing from the west,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,16.9,,,,,,
8/7/14 8:00,18,734.1,760.5,100,Wind blowing from the west,2,,Mist,Fog,Overcast (100%) 180 m,1.5,18,,22,756.9,762,-0.2,71,Wind blowing from the north-west,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,16.4,,,,,,
8/7/14 9:00,18,734.8,761.2,100,Wind blowing from the west,1,,Mist,,Overcast (100%) 180 m,2,18,,22.6,756.6,761.7,-0.3,69,Wind blowing from the west,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,16.5,,,,,,
8/7/14 9:55,19,734.9,761.2,94,Wind blowing from the west-southwest,1,,Mist,,Overcast (100%) 180 m,4,18,,22,756.4,761.5,-0.2,63,Wind blowing from the north-east,5,no clouds, ,,,,22.8,,,,,,8,14.7,,,,,,
8/7/14 10:00,19,734.9,761.2,94,Wind blowing from the west-southwest,1,,Mist,,Overcast (100%) 180 m,4,18,,18.5,755.7,760.9,,87,Wind blowing from the south-southwest,3,70 - 80%, ,,,18.2,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,16.3,,,,,,
8/7/14 11:00,20,735,761.2,88,Wind blowing from the west,1,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 480 m",5,18,,20.5,756.3,761.4,0.6,77,Wind blowing from the west-southwest,2,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,16.3,,,,,,
8/7/14 12:00,22,734.5,760.5,73,Wind blowing from the west,4,,,,Few clouds (10-30%) 480 m,8,17,,21.6,756.6,761.7,0.3,67,Wind blowing from the west,4,no clouds, ,,,,,,,,,,7,15.2,,,,,,
8/7/14 13:00,24,733.9,759.7,65,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,17,,21.7,756.1,761.2,-0.5,65,Wind blowing from the north-northwest,3,no clouds, ,,,,,,,,,,8,14.9,,,,,,
8/7/14 14:00,27,733.4,759,54,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,17,,21.7,756.1,761.2,0,65,Wind blowing from the north-east,3,no clouds, ,,,,22,,,,,,8,14.7,,,,,,
8/7/14 15:00,28,732.7,758.2,48,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,16,,18.6,755.5,760.6,,82,Wind blowing from the south-west,5,"90  or more, but not 100%", ,,,18.5,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,15.5,,,,,,
8/7/14 16:00,26,732.6,758.2,54,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,16,,19,756.4,761.5,0.9,81,Wind blowing from the south-west,4,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,15.6,,,,,,
8/7/14 17:00,27,732.2,757.7,51,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,16,,21.7,757.5,762.6,1.1,71,Wind blowing from the west,4,no clouds, ,,,,,,,,,,8,16.1,,,,,,
8/7/14 18:00,26,732.1,757.7,51,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,15,,21.7,757,762.1,-0.5,70,Wind blowing from the west,4,no clouds, ,,,,,,,,,,8,16,,,,,,
8/8/14 6:00,18,732.7,759,94,Wind blowing from the west-northwest,4,,Mist,,Overcast (100%) 180 m,4,17,,20.6,756.8,761.9,-0.2,77,Wind blowing from the west,2,40%, ,,,,22.3,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,16.4,,,,,,
8/8/14 7:00,18,732.7,759,94,Wind blowing from the west,4,,Mist,,Overcast (100%) 180 m,4,17,,19.3,757.8,763,,83,Wind blowing from the south-west,4,"90  or more, but not 100%", ,,,18.7,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,16.4,,,,,,
8/8/14 8:00,18,732.7,759,94,Wind blowing from the west,3,,Mist,,Overcast (100%) 180 m,4,17,,21.2,758.2,763.3,0.4,76,Wind blowing from the west-southwest,5,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,16.7,,,,,,
8/8/14 9:00,19,733.4,759.7,88,Wind blowing from the west,4,,Mist,,Overcast (100%) 180 m,4,17,,22.5,758.6,763.7,0.4,68,Wind blowing from the west-southwest,5,no clouds, ,,,,,,,,,,8,16.2,,,,,,
8/8/14 10:00,19,733.4,759.7,88,Wind blowing from the west,4,,Mist,,Overcast (100%) 180 m,4,17,,22.7,758.2,763.3,-0.4,72,Wind blowing from the west-northwest,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,17.3,,,,,,
8/8/14 11:00,21,733.6,759.7,78,Wind blowing from the west,5,,,,"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 480 m",6,17,,19.8,758.3,763.4,0.1,86,Wind blowing from the north-northeast,3,"90  or more, but not 100%", ,,,,23,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,5,17.3,,,,,,
8/8/14 12:00,21,732.9,759,78,Wind blowing from the west,5,,,,"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 480 m",6,17,,19,757.5,762.7,,88,Wind blowing from the south-west,4,100%, ,,,18.5,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,17,,,,,,
8/8/14 13:00,23,732.3,758.2,69,Wind blowing from the west,5,,,,No Significant Clouds,6,17,,20.5,758.7,763.8,1.2,82,Wind blowing from the south-west,5,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,17.4,,,,,,
8/8/14 14:00,24,731.9,757.7,61,Wind blowing from the west,5,,,,No Significant Clouds,6,16,,21.6,759,764.1,0.3,80,Wind blowing from the south-west,6,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,17.9,,,,,,
8/8/14 15:00,27,731.4,756.9,54,Wind blowing from the west,6,,,,No Significant Clouds,8,17,,22.7,758.2,763.3,-0.8,73,Wind blowing from the west-southwest,4,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,17.5,,,,,,
8/8/14 16:00,30,731,756.2,35,Wind blowing from the north-west,6,,,,No Significant Clouds,8,13,,21.1,757.9,763,-0.3,82,Wind blowing from the north,3,60%, ,,,,23.1,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.8,,,,,,
8/8/14 17:00,27,730.7,756.2,45,Wind blowing from the north-northwest,10,,,,No Significant Clouds,8,14,,19.2,757.8,763,,86,Wind blowing from the north-northeast,2,"90  or more, but not 100%", ,,,18.9,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,16.8,,,,,,
8/8/14 18:00,27,730.7,756.2,48,Wind blowing from the north-northwest,8,,,,No Significant Clouds,8,15,,20.2,758.5,763.6,0.7,78,Wind blowing from the north-east,3,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,16.3,,,,,,
8/9/14 6:00,18,731.9,758.2,94,Wind blowing from the west,3,,Mist,,Overcast (100%) 180 m,2,17,,21.5,758.2,763.3,-0.3,75,Wind blowing from the north-west,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,16.9,,,,,,
8/9/14 7:00,18,731.9,758.2,94,Wind blowing from the west,1,,Mist,,,3,17,,22.4,757.8,762.9,-0.4,73,Wind blowing from the north-west,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.3,,,,,,
8/9/14 8:00,18,731.9,758.2,94,Wind blowing from the west,1,,Mist,,Overcast (100%) 180 m,4,17,,21.4,757.3,762.4,-0.5,70,Wind blowing from the north-northeast,3,20-30%, ,,,,22.5,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,15.7,,,,,,
8/9/14 9:00,18,732.7,759,94,Wind blowing from the west-southwest,1,,Mist,,Overcast (100%) 240 m,4,17,,19.3,756.3,761.4,,86,Wind blowing from the north-northwest,2,"90  or more, but not 100%", ,,,19.1,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,8,16.8,,,,,,
8/9/14 9:50,18,733.3,759.7,94,Wind blowing from the west-southwest,1,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 480 m",6,17,,19.9,756.1,761.2,-0.2,84,Wind blowing from the west,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,17.1,,,,,,
8/9/14 10:00,18,733.3,759.7,94,Wind blowing from the west-southwest,1,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 480 m",6,17,,21.6,756.1,761.2,0,73,Wind blowing from the north-northwest,3,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,16.5,,,,,,
8/9/14 11:00,20,732.8,759,83,Wind blowing from the west,2,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 480 m",8,17,,22,755.8,760.9,-0.3,72,Wind blowing from the north-northeast,4,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,16.7,,,,,,
8/9/14 12:00,22,733,759,73,Wind blowing from the west,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,17,,21,755.8,760.9,0,78,Wind blowing from the north-northeast,3,50%, ,,,,22.3,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,16.9,,,,,,
8/9/14 13:00,24,732.4,758.2,65,Wind blowing from the west,3,,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,,19.3,755.2,760.3,,92,Wind blowing from the south-west,3,100%, ,,,19.2,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18,,,,,,
8/9/14 14:00,26,732.1,757.7,58,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,17,,20.6,755.4,760.5,0.2,85,Wind blowing from the west-southwest,2,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18,,,,,,
8/9/14 15:00,28,731.5,756.9,55,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,18,,22.2,755.8,760.9,0.4,77,Wind blowing from the north-west,3,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18,,,,,,
8/9/14 16:00,27,731.4,756.9,54,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,17,,21.5,755.4,760.5,-0.4,81,Wind blowing from the west-northwest,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.1,,,,,,
8/9/14 17:00,26,731.3,756.9,58,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,17,,20.5,755.3,760.4,-0.1,85,Wind blowing from the north-west,1,100%, ,,,,22.5,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,17.9,,,,,,
8/9/14 18:00,26,731.3,756.9,54,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,16,,19.8,754.2,759.3,,92,Wind blowing from the south-west,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,18.5,,,,,,
8/10/14 6:00,18,733.3,759.7,94,Wind blowing from the west,1,,Mist,,Overcast (100%) 180 m,4,17,,19.7,755,760.1,0.8,90,Wind blowing from the south-west,4,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,18,,,,,,
8/10/14 7:00,18,733.3,759.7,94,Wind blowing from the east,1,,Mist,,Overcast (100%) 180 m,4,17,,21.2,755.5,760.6,0.5,84,Wind blowing from the west-northwest,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,18.3,,,,,,
8/10/14 8:00,18,733.3,759.7,94,Wind blowing from the west-southwest,2,,Mist,,Overcast (100%) 180 m,4,17,,21,755.4,760.5,-0.1,83,Wind blowing from the north-northeast,2,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6,18,,,,,,
8/10/14 9:00,19,734.2,760.5,88,Wind blowing from the west-southwest,2,,Mist,,Overcast (100%) 180 m,4,17,,21.3,755.4,760.5,0,79,Wind blowing from the north-east,4,20-30%, ,,,,22.2,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.4,,,,,,
8/10/14 9:50,19,734.2,760.5,88,Wind blowing from the west-southwest,1,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 480 m",6,17,,19.1,755.5,760.6,,92,Wind blowing from the south-west,1,100%, ,,,19.1,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,17.8,,,,,,
8/10/14 10:00,19,734.2,760.5,88,Wind blowing from the west-southwest,1,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 480 m",6,17,,19.5,756.3,761.4,0.8,92,Wind blowing from the south-southwest,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,18.2,,,,,,
8/10/14 11:00,21,735.1,761.2,78,Wind blowing from the west-southwest,3,,,,Broken clouds (60-90%) 480 m,10.0 and more,17,,21.2,756.9,762,0.6,81,Wind blowing from the north-west,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.8,,,,,,
8/10/14 12:00,23,734.5,760.5,69,Wind blowing from the west,3,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,22.1,756.7,761.8,-0.2,74,Wind blowing from the west,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.3,,,,,,
8/10/14 13:00,26,734,759.7,58,Wind blowing from the west,4,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,21,756.6,761.7,-0.1,79,Wind blowing from the north-northeast,3,20-30%, ,,,,22.2,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.2,,,,,,
8/10/14 14:00,28,733.5,759,55,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,18,,20,756.1,761.2,,87,Wind blowing from the south-west,4,100%, ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,17.7,,,,,,
8/10/14 15:00,29,733.6,759,51,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,18,,21,757,762.1,0.9,81,Wind blowing from the west-southwest,4,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.5,,,,,,
8/10/14 16:00,27,732.7,758.2,54,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,17,,21.9,757,762.1,0,78,Wind blowing from the west-southwest,4,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.9,,,,,,
8/10/14 17:00,27,732.7,758.2,54,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,17,,21.9,757.4,762.5,0.4,75,Wind blowing from the north-west,3,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.2,,,,,,
8/10/14 18:00,25,733.3,759,61,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,17,,20.1,757,762.1,-0.4,84,Wind blowing from the north-east,2,"90  or more, but not 100%", ,,,,22.5,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,17.3,,,,,,
8/11/14 6:00,18,734.1,760.5,94,Wind blowing from the west-southwest,2,,Mist,,Overcast (100%) 180 m,4,17,,19.9,757.2,762.3,,90,Wind blowing from the west-southwest,4,"90  or more, but not 100%", ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,18.2,,,,,,
8/11/14 6:30,18,734.1,760.5,94,Wind blowing from the west-southwest,2,,Mist,,Overcast (100%) 180 m,1.5,17,,20.7,758,763.1,0.8,83,Wind blowing from the west-southwest,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.6,,,,,,
8/11/14 7:00,18,734.8,761.2,100,Wind blowing from the west-southwest,2,,Fog,,Overcast (100%) 180 m,0.8,18,,22,758.4,763.5,0.4,77,Wind blowing from the west,4,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.8,,,,,,
8/11/14 8:00,18,734.8,761.2,94,Wind blowing from the west,1,,,,Overcast (100%) 180 m,,17,,22.3,757.9,763,-0.5,75,Wind blowing from the north-west,4,no clouds, ,,,,,,,,,,6,17.6,,,,,,
8/11/14 9:00,18,735.6,762,100,Wind blowing from the west-northwest,1,,Mist,,Overcast (100%) 180 m,4,18,,21.2,757.6,762.7,-0.3,78,Wind blowing from the north-northeast,3,20-30%, ,,,,22.4,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.1,,,,,,
8/11/14 10:00,19,735.6,762,94,Wind blowing from the south-southwest,1,,Mist,,Overcast (100%) 180 m,4,18,,20.6,757,762.1,,91,Wind blowing from the north-northeast,2,"90  or more, but not 100%", ,,,20.6,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,19.1,,,,,,
8/11/14 11:00,21,735.8,762,88,Wind blowing from the south-west,1,,,,Scattered clouds (40-50%) 480 m,10.0 and more,19,,21.3,757.7,762.8,0.7,86,Wind blowing from the north-northeast,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,18.8,,,,,,
8/11/14 12:00,24,735.3,761.2,69,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,18,,22,757.7,762.8,0,80,Wind blowing from the north-northeast,5,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,18.3,,,,,,
8/11/14 13:00,28,735,760.5,55,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,18,,23.1,756.5,761.6,-1.2,74,Wind blowing from the north-northeast,4,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.1,,,,,,
8/11/14 14:00,30,734.4,759.7,49,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,18,,21.8,755.8,760.9,-0.7,80,Wind blowing from the north-northeast,2,20-30%, ,,,,23.3,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.2,,,,,,
8/11/14 15:00,30,734.4,759.7,46,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,17,,20.3,755.4,760.5,,89,Wind blowing from the north-northeast,3,70 - 80%, ,,,20.2,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,18.5,,,,,,
8/11/14 16:00,30,733.7,759,46,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,17,,21.5,755.9,761,0.5,78,Wind blowing from the north-east,5,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.4,,,,,,
8/11/14 17:00,28,733.5,759,51,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,17,,22.1,756.1,761.2,0.2,77,Wind blowing from the north-northeast,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.9,,,,,,
8/11/14 18:00,26,734,759.7,58,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,17,,22.6,755.6,760.7,-0.5,71,Wind blowing from the north-northeast,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.1,,,,,,
8/12/14 6:00,18,733.3,759.7,94,"Calm, no wind",0,,Mist,,Overcast (100%) 180 m,3,17,,22,755.2,760.3,-0.4,78,Wind blowing from the north-northeast,4,20-30%, ,,,,23.1,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18,,,,,,
8/12/14 7:00,18,734.1,760.5,94,variable wind direction,1,,Mist,,Overcast (100%) 180 m,3,17,,20,755.1,760.2,,83,Wind blowing from the north-east,2,70 - 80%, ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,17,,,,,,
8/12/14 7:50,18,734.1,760.5,94,variable wind direction,1,,Mist,,Overcast (100%) 150 m,1.5,17,,21,755.7,760.8,0.6,86,Wind blowing from the north-northeast,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.6,,,,,,
8/12/14 8:00,18,734.1,760.5,94,variable wind direction,1,,Mist,,Overcast (100%) 150 m,1.5,17,,23,755.6,760.7,-0.1,74,Wind blowing from the west-northwest,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.2,,,,,,
