Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
2014-09-26 18:00:00,22.0,758.4,763.5,-0.2,82.0,Wind blowing from the north-northeast,3.0,50%, ,,,,23.7,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.8,,,,,,
2014-09-27 06:00:00,20.0,758.8,763.9,,85.0,Wind blowing from the east-northeast,2.0,no clouds, ,,,19.3,,,,,,,6.0,17.3,,,,,,
2014-09-27 09:00:00,21.6,759.7,764.8,0.9,80.0,Wind blowing from the north-northeast,3.0,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,17.9,,,,,,
2014-09-27 12:00:00,22.2,759.7,764.8,0.0,75.0,Wind blowing from the north,4.0,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,17.6,,,,,,
2014-09-27 15:00:00,23.1,758.9,764.0,-0.8,75.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.5,,,,,,
2014-09-27 18:00:00,22.3,759.6,764.7,0.7,78.0,Wind blowing from the north-northeast,4.0,no clouds, ,,,,23.3,,,,,,8.0,18.3,,,,,,
2014-09-28 06:00:00,19.5,760.2,765.4,,86.0,Wind blowing from the east-northeast,3.0,20-30%, ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.0,,,,,,
2014-09-28 09:00:00,21.6,761.0,766.1,0.8,80.0,Wind blowing from the north-east,3.0,50%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,18.0,,,,,,
2014-09-28 12:00:00,23.0,760.9,766.0,-0.1,72.0,Wind blowing from the north,3.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7.0,17.7,,,,,,
2014-09-28 15:00:00,23.0,760.0,765.1,-0.9,74.0,Wind blowing from the north-northeast,4.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7.0,18.2,,,,,,
2014-09-28 18:00:00,22.5,760.0,765.1,0.0,76.0,Wind blowing from the north-east,5.0,20-30%, ,,,,23.5,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,18.0,,,,,,
2014-09-29 06:00:00,20.7,759.5,764.6,,88.0,Wind blowing from the north-northeast,3.0,70 - 80%, ,,,20.5,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.7,,,,,,
2014-09-29 09:00:00,21.2,760.1,765.2,0.6,84.0,Wind blowing from the north-northeast,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.4,,,,,,
2014-09-29 12:00:00,22.5,760.0,765.1,-0.1,79.0,Wind blowing from the north-northeast,4.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.7,,,,,,
2014-09-29 15:00:00,22.2,759.5,764.6,-0.5,83.0,Wind blowing from the north,4.0,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,19.2,,,,,,
2014-09-29 18:00:00,22.2,759.1,764.2,-0.4,82.0,Wind blowing from the north-east,4.0,70 - 80%, ,,,,22.8,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,19.0,,,,,,
2014-09-30 06:00:00,19.5,756.5,761.6,,90.0,Wind blowing from the north-east,4.0,70 - 80%, ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.8,,,,,,
2014-09-30 09:00:00,20.4,756.8,761.9,0.3,85.0,Wind blowing from the west-southwest,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,17.8,,,,,,
2014-09-30 12:00:00,22.5,756.2,761.3,-0.6,77.0,Wind blowing from the west,3.0,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,18.2,,,,,,
2014-09-30 15:00:00,22.0,756.6,761.7,0.4,78.0,Wind blowing from the west,2.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,18.0,,,,,,
2014-09-30 18:00:00,21.5,756.9,762.0,0.3,83.0,Wind blowing from the north-northeast,2.0,40%, ,,,,23.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,18.4,,,,,,
2014-10-01 06:00:00,19.8,756.2,761.3,,90.0,Wind blowing from the south-southwest,3.0,40%, ,,,19.7,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.1,,,,,,
2014-10-01 09:00:00,20.7,756.6,761.7,0.4,88.0,Wind blowing from the west-southwest,2.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.6,,,,,,
2014-10-01 12:00:00,23.0,756.8,761.9,0.2,74.0,Wind blowing from the west,3.0,no clouds, ,,,,,,,,,,6.0,18.2,,,,,,
2014-10-01 15:00:00,23.7,756.1,761.2,-0.7,71.0,Wind blowing from the north-northeast,2.0,no clouds, ,,,,,,,,,,6.0,18.1,,,,,,
2014-10-01 18:00:00,22.5,756.2,761.3,0.1,81.0,Wind blowing from the north-northeast,4.0,no clouds, ,,,,23.9,,,,,,6.0,19.0,,,,,,
2014-10-02 06:00:00,19.6,756.8,761.9,,90.0,Wind blowing from the south-southwest,2.0,100%, ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.9,,,,,,
2014-10-02 09:00:00,20.5,757.4,762.5,0.6,85.0,Wind blowing from the west-southwest,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.9,,,,,,
2014-10-02 12:00:00,22.5,757.8,762.9,0.4,78.0,Wind blowing from the west-southwest,4.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.5,,,,,,
2014-10-02 15:00:00,23.5,757.0,762.1,-0.8,79.0,Wind blowing from the west,4.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.6,,,,,,
2014-10-02 18:00:00,21.0,757.2,762.3,0.2,91.0,Wind blowing from the north,3.0,100%,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,24.1,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,4.0,19.5,,,,,,
2014-10-03 06:00:00,18.8,758.1,763.3,,98.0,Wind blowing from the north-west,1.0,100%,Mist. ,,,18.7,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,1.2,18.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",18.0,,
2014-10-03 09:00:00,19.5,758.7,763.9,0.6,96.0,Wind blowing from the north,2.0,"90  or more, but not 100%",Mist. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,2.0,18.8,,,,,,
2014-10-03 12:00:00,21.8,759.0,764.1,0.3,88.0,Wind blowing from the north-northwest,3.0,100%,Clouds generally dissolving or becoming less developed. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,19.7,,,,,,
2014-10-03 15:00:00,22.3,758.5,763.6,-0.5,84.0,Wind blowing from the north,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,19.5,,,,,,
2014-10-03 18:00:00,21.1,758.5,763.6,0.0,87.0,Wind blowing from the north,3.0,100%, ,,,,22.4,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,18.8,,,,,,
2014-10-04 06:00:00,19.6,758.5,763.7,,92.0,Wind blowing from the north-east,3.0,100%, ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6.0,18.3,,,,,,
2014-10-04 09:00:00,20.2,759.2,764.3,0.7,88.0,Wind blowing from the east,2.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.2,,,,,,
2014-10-04 12:00:00,22.2,759.3,764.4,0.1,75.0,Wind blowing from the east-northeast,3.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,17.5,,,,,,
2014-10-04 15:00:00,23.6,757.9,763.0,-1.4,71.0,Wind blowing from the north-northeast,3.0,no clouds, ,,,,,,,,,,7.0,18.0,,,,,,
2014-10-04 18:00:00,22.2,757.5,762.6,-0.4,79.0,Wind blowing from the north-northeast,3.0,no clouds, ,,,,24.1,,,,,,7.0,18.3,,,,,,
2014-10-05 06:00:00,20.4,756.3,761.4,,93.0,Wind blowing from the west-southwest,1.0,100%, ,,,20.3,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,19.2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",18.0,,
2014-10-05 09:00:00,20.5,756.8,761.9,0.5,88.0,Wind blowing from the north-northwest,1.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,18.5,,,,,,
2014-10-05 12:00:00,21.3,756.7,761.8,-0.1,82.0,Wind blowing from the west-northwest,2.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,18.1,,,,,,
2014-10-05 15:00:00,22.2,756.4,761.5,-0.3,79.0,Wind blowing from the north-northeast,5.0,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.3,,,,,,
2014-10-05 18:00:00,21.9,756.3,761.4,-0.1,79.0,Wind blowing from the north-northeast,3.0,60%, ,,,,22.7,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.0,,,,,,
2014-10-06 06:00:00,19.7,755.2,760.3,,90.0,Wind blowing from the north-northeast,3.0,100%, ,,,19.6,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,18.0,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",18.0,,
2014-10-06 09:00:00,20.1,755.6,760.7,0.4,88.0,Wind blowing from the west,2.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,18.1,,,,,,
2014-10-06 12:00:00,21.3,755.8,760.9,0.2,83.0,Wind blowing from the west-northwest,3.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,18.2,,,,,,
2014-10-06 15:00:00,21.5,755.5,760.6,-0.3,80.0,Wind blowing from the north-west,3.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.9,,,,,,
2014-10-06 18:00:00,20.9,755.7,760.8,0.2,79.0,Wind blowing from the north-northeast,2.0,"10%  or less, but not 0", ,,,,22.1,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.1,,,,,,
2014-10-07 06:00:00,17.9,755.0,760.2,,89.0,Wind blowing from the south-southwest,2.0,"10%  or less, but not 0", ,,,17.8,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,16.0,,,,,,
2014-10-07 09:00:00,19.3,755.5,760.6,0.5,82.0,Wind blowing from the north-northeast,2.0,no clouds, ,,,,,,,,,,6.0,16.1,,,,,,
2014-10-07 12:00:00,21.6,756.0,761.1,0.5,76.0,Wind blowing from the north-northeast,3.0,no clouds, ,,,,,,,,,,6.0,17.2,,,,,,
2014-10-07 15:00:00,21.2,754.8,759.9,-1.2,76.0,Wind blowing from the west-northwest,2.0,no clouds, ,,,,,,,,,,8.0,16.7,,,,,,
2014-10-07 18:00:00,20.3,755.3,760.4,0.5,79.0,Wind blowing from the west-northwest,1.0,no clouds, ,,,,22.2,,,,,,8.0,16.6,,,,,,
2014-10-08 06:00:00,19.5,756.7,761.8,,88.0,Wind blowing from the south-west,2.0,100%, ,,,19.2,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16.0,,
2014-10-08 09:00:00,21.0,757.5,762.6,0.8,82.0,Wind blowing from the east-northeast,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.7,,,,,,
2014-10-08 12:00:00,22.0,757.9,763.0,0.4,78.0,Wind blowing from the north-northeast,4.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.0,,,,,,
2014-10-08 15:00:00,22.9,757.3,762.4,-0.6,71.0,Wind blowing from the north,3.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.4,,,,,,
2014-10-08 18:00:00,21.6,757.3,762.4,0.0,79.0,Wind blowing from the east-northeast,3.0,no clouds, ,,,,23.2,,,,,,8.0,17.7,,,,,,
2014-10-09 06:00:00,17.2,757.3,762.5,,89.0,Wind blowing from the north-east,3.0,60%, ,,,17.1,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,15.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",13.0,,
2014-10-09 09:00:00,19.4,758.0,763.2,0.7,86.0,Wind blowing from the east-northeast,2.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,16.9,,,,,,
2014-10-09 12:00:00,21.5,758.2,763.3,0.2,73.0,Wind blowing from the north-east,4.0,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,16.5,,,,,,
2014-10-09 15:00:00,21.6,757.0,762.1,-1.2,76.0,Wind blowing from the north-northeast,3.0,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,17.2,,,,,,
2014-10-09 18:00:00,20.3,757.3,762.4,0.3,84.0,Wind blowing from the north-northeast,2.0,70 - 80%, ,,,,21.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,17.5,,,,,,
2014-10-10 06:00:00,18.5,757.1,762.3,,85.0,"Calm, no wind",0.0,no clouds, ,,,18.4,,,,,,,6.0,15.9,,,,,,
2014-10-10 09:00:00,20.4,757.6,762.7,0.5,75.0,Wind blowing from the north-east,3.0,no clouds, ,,,,,,,,,,6.0,15.7,,,,,,
2014-10-10 12:00:00,22.0,757.3,762.4,-0.3,76.0,Wind blowing from the north-northwest,3.0,no clouds, ,,,,,,,,,,6.0,17.6,,,,,,
2014-10-10 15:00:00,21.5,756.9,762.0,-0.4,82.0,Wind blowing from the north,2.0,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.3,,,,,,
2014-10-10 18:00:00,22.0,756.1,761.2,-0.8,74.0,Wind blowing from the north-east,5.0,50%, ,,,,22.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.1,,,,,,
2014-10-11 06:00:00,19.0,755.5,760.6,,93.0,Wind blowing from the west,1.0,"90  or more, but not 100%", ,,,18.9,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,17.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15.0,,
2014-10-11 09:00:00,19.5,755.9,761.0,0.4,91.0,Wind blowing from the east,2.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,7.0,18.0,,,,,,
2014-10-11 12:00:00,23.7,756.4,761.5,0.5,72.0,Wind blowing from the north-west,3.0,70 - 80%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,18.3,,,,,,
2014-10-11 15:00:00,22.0,756.3,761.4,-0.1,82.0,Wind blowing from the west,3.0,60%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,18.8,,,,,,
2014-10-11 18:00:00,22.2,756.2,761.3,-0.1,82.0,Wind blowing from the west-northwest,2.0,40%, ,,,,23.3,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,19.0,,,,,,
2014-10-12 06:00:00,19.3,756.4,761.5,,90.0,Wind blowing from the south-southwest,2.0,100%, ,,,19.0,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,17.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15.0,,
2014-10-12 09:00:00,20.0,757.4,762.5,1.0,86.0,Wind blowing from the north-northeast,2.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.5,,,,,,
2014-10-12 12:00:00,22.7,757.7,762.8,0.3,66.0,Wind blowing from the north-northeast,5.0,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,16.1,,,,,,
2014-10-12 15:00:00,22.7,757.4,762.5,-0.3,70.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.0,,,,,,
2014-10-12 18:00:00,21.5,757.5,762.6,0.1,81.0,Wind blowing from the north-northeast,4.0,20-30%, ,,,,23.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.1,,,,,,
2014-10-13 06:00:00,18.4,757.2,762.4,,79.0,Wind blowing from the north-east,4.0,20-30%, ,,,18.3,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,14.6,,,,,,
2014-10-13 09:00:00,20.0,758.2,763.3,1.0,74.0,Wind blowing from the north-east,4.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,15.2,,,,,,
2014-10-13 12:00:00,22.0,758.5,763.6,0.3,66.0,Wind blowing from the north-northeast,3.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,15.3,,,,,,
2014-10-13 15:00:00,22.1,757.2,762.3,-1.3,62.0,Wind blowing from the north-east,4.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,14.4,,,,,,
2014-10-13 18:00:00,20.7,757.3,762.4,0.1,69.0,Wind blowing from the east-northeast,4.0,50%, ,,,,22.3,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,14.7,,,,,,
2014-10-14 06:00:00,18.5,757.6,762.8,,78.0,Wind blowing from the east-northeast,3.0,20-30%, ,,,18.2,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6.0,14.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",17.0,,
2014-10-14 09:00:00,21.0,758.6,763.7,1.0,65.0,Wind blowing from the east-northeast,3.0,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,14.1,,,,,,
2014-10-14 12:00:00,23.0,758.7,763.8,0.1,63.0,Wind blowing from the north-east,4.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,15.5,,,,,,
